pib,desempleo,inflacion,crisis_activa,transacciones_por_ciclo,empresas_activas,modelos_ml_entrenados,depositos_bancarios,prestamos_totales,ciclo
0.0,27.6,0.0,0,0,13,10,0.0,0,0
812177.3291708301,27.6,0.0,0,0,16,10,804909.9253383523,0,1
773029.0018816876,24.4,-19.231101208308708,0,0,19,10,1092759.4923221553,0,2
712893.8792314606,18.8,-17.93264021983365,0,0,22,10,1389358.9252864649,0,3
655392.666332746,18.8,-5.099952113521944,0,0,21,10,1802842.2911757699,0,4
602367.6945238968,18.8,-3.0541476914197507,0,0,20,10,2199021.5780028184,0,5
554233.3614652116,19.6,-0.8113251400233668,0,0,19,10,2640090.2065680698,0,6
537096.3249514855,19.6,1.4981474528047212,0,0,18,10,3027668.761584084,0,7
515510.44732858374,20.0,3.366042612232323,0,0,18,10,3475826.435129359,0,8
461146.7782853133,18.8,-7.666489834204371,0,0,19,10,3541967.788751046,0,9
430698.4252126347,19.2,-1.7855409428041424,0,0,19,10,3958359.378993071,0,10
421558.5560953538,17.2,-5.66959618572448,0,0,21,10,3988370.3297520727,0,11
396267.2820649393,17.599999999999998,2.0130456505517813,0,0,20,10,4413456.178657349,0,12
384679.98072149494,19.2,0.33417385336091954,0,0,19,10,4396394.751685819,0,13
377879.47409044654,19.6,0.9671733240744551,0,0,18,10,4384174.2041902,0,14
364886.4269224753,20.0,4.658481471874287,0,0,18,10,4371594.987688239,0,15
384116.1333362275,18.4,-2.697869298811495,0,0,20,10,4355111.576543225,0,16
366255.5205692359,19.6,2.2132002492152303,0,0,20,10,4348617.161054783,0,17
384328.2306635381,20.4,0.5980897802740248,0,0,21,10,4330847.332217289,0,18
408328.92617064633,16.400000000000002,-0.6525686516665741,0,0,22,10,4326042.230926529,0,19
417434.4981126316,16.400000000000002,3.8711896506265164,0,0,21,10,4287131.385770972,0,20
405646.68763751694,16.400000000000002,8.510293588326334,0,0,20,10,4302242.14252631,0,21
413683.1944938914,16.400000000000002,6.152906935014735,0,0,19,10,4290625.38586705,0,22
425944.7547462483,16.400000000000002,3.0162647163205936,0,0,18,10,4280567.3943798505,0,23
427085.45204606216,16.400000000000002,8.971102886567973,0,0,18,10,4283746.347459629,0,24
442435.40344238566,16.400000000000002,6.436755379172254,0,0,18,55,4256554.048840805,0,25
460890.08351676137,16.400000000000002,7.834595888117102,0,0,18,55,4278634.203582174,0,26
479003.8229010621,16.400000000000002,14.221682382333679,0,0,18,55,4240042.130136231,0,27
499346.6838229404,16.400000000000002,10.527939080691272,0,0,18,55,4281212.341064214,0,28
519152.75049237785,16.400000000000002,11.786200102706257,0,0,18,55,4231861.142623374,0,29
536022.7297960545,16.400000000000002,18.831658168982933,0,0,18,55,4257964.84755668,0,30
558433.4969078427,16.400000000000002,14.696335452740827,0,0,18,55,4235512.040264306,0,31
579381.444220266,16.400000000000002,13.204898273116017,0,0,18,55,4253534.400471169,0,32
597906.9270992716,16.400000000000002,21.26089499133881,0,0,18,55,4251211.978628815,0,33
622581.6619875709,16.400000000000002,17.334359845072168,0,0,18,55,4256276.024121233,0,34
644396.2224002526,16.400000000000002,18.762069001102176,0,0,18,55,4245399.149566775,0,35
666078.411450997,16.400000000000002,26.4489715942404,0,0,18,55,4246105.540146011,0,36
685455.9152458026,16.400000000000002,21.073714198898607,0,0,17,55,4259096.633624649,0,37
710157.3778696024,16.400000000000002,21.78517900432686,0,0,17,55,4256336.610619489,0,38
729529.0115283397,16.400000000000002,29.067276572892208,0,0,17,55,4239560.707370042,0,39
757501.691111793,16.400000000000002,22.7842087823219,0,0,17,55,4277203.090816475,0,40
780227.1715923143,16.400000000000002,23.191393832225305,0,0,17,55,4240404.249716306,0,41
801331.7809281196,16.400000000000002,30.171004888540388,0,0,17,55,4284379.139894555,0,42
830482.2968439326,16.400000000000002,23.902000872989927,0,0,17,55,4257215.783215885,0,43
856612.3454652835,16.400000000000002,24.071737497187208,0,0,17,55,4255855.333405552,0,44
870190.3786868949,16.400000000000002,31.254961072093067,0,0,17,55,4293001.277643913,0,45
900544.8265115368,16.400000000000002,24.36975804196053,0,0,17,55,4254031.362326823,0,46
927584.6665990112,16.400000000000002,24.459896474537523,0,0,17,55,4301803.447373279,0,47
950401.8050274764,16.400000000000002,31.518864147691517,0,0,17,55,4257448.135474789,0,48
981585.9466831265,16.400000000000002,24.622772026546123,0,0,17,55,4289668.673547773,0,49
