pib,desempleo,inflacion,crisis_activa,transacciones_por_ciclo,empresas_activas,modelos_ml_entrenados,depositos_bancarios,prestamos_totales,ciclo
0.0,21.2,0.0,0,0,13,10,0.0,0.0,0
1055442.3137669447,6.4,0.0,0,0,13,10,998927.1513785701,386995.7469965964,1
1068011.683812293,6.4,-8.752416793088857,0,0,13,10,1620609.889253618,876242.7318785631,2
981444.504055989,6.4,-8.2601797297008,0,0,12,10,2087329.055090778,993399.0848918139,3
928458.6947940023,6.4,-4.719312011762266,0,0,12,10,2456182.3931958936,1038275.9226704105,4
888685.0655564481,7.6,-3.412457754000331,0,0,12,10,3064224.3134285873,1075141.53708889,5
818689.810586403,9.2,-4.448235179223037,0,0,12,10,3495679.5946866954,1111088.569329107,6
745463.4074597282,4.0,-0.8952089994800017,0,0,12,10,3918614.0646577347,1117493.6587493375,7
682800.5432778165,4.8,0.432253414306083,0,0,12,10,4459320.617028599,1158160.235942173,8
618692.1711271239,6.0,-0.4722250876177947,0,0,12,10,4945537.668036607,1161530.5240564803,9
588869.6996096413,6.800000000000001,3.7385292928854286,0,0,11,10,5297190.254846702,1169747.0341182107,10
571535.2616097473,8.0,5.390359165512559,0,0,11,10,5864441.691021045,1177928.9996639264,11
554495.0412691911,9.2,4.346162280151988,0,0,10,10,5733036.042351169,1188008.1417716127,12
541999.1245799484,10.0,6.663811095466876,0,0,10,10,5556633.561611667,1203094.755716942,13
530420.9191741159,4.8,8.186397010762224,0,0,10,10,5497829.711309319,1220969.3554355646,14
504412.75255101727,5.6000000000000005,6.824130684420471,0,0,10,10,5475559.837845438,1223856.5389049607,15
499556.4935354577,6.0,9.968232955804224,0,0,10,10,5295175.866061444,1259615.5749037624,16
496263.8004533265,8.0,10.884226673253972,0,0,10,10,5291995.6591561325,1274500.6176225205,17
489110.4396270159,9.6,9.525836417556445,0,0,10,10,5233290.257684078,1282443.3285119624,18
485801.5525003761,5.2,12.586366823609008,0,0,10,10,5090206.272032986,1306258.709260566,19
488055.3441891888,6.0,13.481282582599508,0,0,10,10,5044335.751866069,1316042.567095875,20
487125.02557426353,7.6,12.045803147971789,0,0,10,10,4987861.812505308,1322598.1855082596,21
491078.98810613464,8.0,15.059210071373696,0,0,10,10,4865205.037989202,1343531.4581434464,22
496034.48074730305,8.0,15.824479912582824,0,0,8,10,4868058.063503545,1355266.0180806434,23
498254.2907457181,8.0,14.45865129681836,0,0,8,10,4795912.192620242,1355266.0180806434,24
503741.01269161486,8.0,17.24374185119586,0,0,8,55,4663404.274547524,1343004.276735403,25
509246.0899985936,8.0,17.92228982928734,0,0,8,55,4592696.021313811,1335761.907040644,26
512052.22226270224,8.0,16.529111520895114,0,0,8,55,4530961.821110392,1332787.3595764935,27
517592.9163123248,8.0,19.16614971796944,0,0,8,55,4427642.60789601,1341645.8182002406,28
523150.88628095476,8.0,19.754538468417305,0,0,8,55,4473678.2134266505,1341058.7749646,29
524262.36607309827,8.0,18.256855531244053,0,0,8,55,4367051.339624838,1368913.6348054302,30
529906.7782349704,8.0,20.83920077582937,0,0,8,55,4316372.0872354545,1387059.5208500314,31
535566.3919536055,8.0,21.354735235343192,0,0,8,55,4300556.575051792,1397099.383796205,32
539833.8356715852,8.0,19.830848488655704,0,0,8,55,4263111.843891569,1397099.383796205,33
542876.9464909621,8.0,22.319876040694297,0,0,8,55,4211319.03027133,1414664.0885341875,34
548633.2848939515,8.0,22.78448106398312,0,0,8,55,4208293.019380577,1414664.0885341875,35
553224.8911831841,8.0,21.307824148568223,0,0,8,55,4111766.9301678594,1414664.0885341875,36
559006.8963894149,8.0,23.66851412936295,0,0,8,55,4078500.5190027696,1422629.4802122896,37
564801.3512915215,8.0,24.099512598188543,0,0,8,55,4097726.4595483346,1429592.6557303334,38
570195.5369549054,8.0,22.684421957605405,0,0,8,55,4085858.0761741786,1438574.1786074755,39
576014.1492468884,8.0,24.93233508975601,0,0,8,55,4023349.0657676007,1438574.1786074755,40
581844.4790930316,8.0,25.339066453426273,0,0,8,55,4001188.6733981026,1438574.1786074755,41
587622.3176724665,8.0,23.96615912985114,0,0,8,55,3937883.238428424,1451900.3720413966,42
593475.3842607028,8.0,26.127181414260736,0,0,8,55,3939965.82092788,1451900.3720413966,43
599339.479317174,8.0,26.510701175035003,0,0,8,55,3976613.6328825406,1451900.3720413966,44
605407.3369086212,8.0,25.068413204475416,0,0,8,55,3956517.6087374366,1451900.3720413966,45
611292.8316048562,8.0,27.251579187954576,0,0,8,55,3888733.3804099737,1459829.4558056698,46
617188.7062071667,8.0,27.607608716698362,0,0,8,55,3844890.0428637103,1459829.4558056698,47
623632.2931902654,8.0,26.21821149403516,0,0,8,55,3821873.022500599,1459829.4558056698,48
626902.3089623242,8.0,28.287788990522866,0,0,8,55,3858311.532864952,1459829.4558056698,49
